canonical_source_id,source_type,volume_count,occurrences,administrations,item_kinds,path_text,volumes
department-of-state-washington-d-c-lot-files-lot-90d397-amba-f5fb41b7,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 90D397, Ambassador Nitze’s Personal Files 1953, 1972-1989",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-93d188-exec-590da08f,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 93D188, Executive Secretariat, S/S-IRM Records, Memoranda of Conversations Pertaining to United States and USSR Relations, 1981-1990",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-93d592-exec-c1d39854,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 93D592, Executive Secretariat, Program Files for Delegation to the Negotations on Nuclear and Space Arms,",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-96d262-exec-6f8ce28a,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 96D262; Executive Secretariat, S/S Special Handling Restrictions Memos 1979-1983",frus1981-88v11
department-of-state-washington-d-c-lot-files-for-lot-files-a-9a07e596,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files For Lot Files already transferred to the National Archives and Records Administration at College Park, Maryland, Record Group 59, see National Archives and Records Administration below.",frus1977-80v12
department-of-state-washington-d-c-lot-files-these-files-hav-a114788f,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland > HA Files: Lot 82D180",frus1977-80v30
department-of-state-washington-d-c-lot-files-these-files-hav-47c70262,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland > HA Files: Lot 82D180 > Human Rights Subject Files, 1980",frus1977-80v30
department-of-state-washington-d-c-lot-files-these-files-hav-1b48aa3d,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > American Embassy Panama",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-c0063483,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > American Embassy Panama > Classified and Unclassified Political Subject Files, 1979-1980, Lot 83F67",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-597b7567,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > American Embassy Panama > Classified Political Subject Files, 1979, Lot 82F93",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-5431ecf3,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > American Embassy Panama > Panama Canal Treaty Negotiation Files, Classified and Unclassified, Political and Economic Files 1976-1978, Lot 80F162",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-c6f8e4b8,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > American Embassy Panama > Panama Canal Treaty Negotiations Files, 1964-1977, Lot 81F1",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-72124e5f,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > American Embassy Panama > Political Section Classified Files, 1978, Lot 81F59",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-b34d04cb,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > American Embassy Panama > Political Section Unclassified Files, 1978, Lot 81F58",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-d236aaf5,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > American Embassy Panama > Unclassified Political Subject Files, 1979, Lot 82F94",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-175b4289,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Bureau of African Affairs Desk Files: Lot80D85",frus1977-80v17p1
department-of-state-washington-d-c-lot-files-these-files-hav-2a21b5c9,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Bureau of Inter-American Affairs",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-c9d97c74,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Bureau of Inter-American Affairs > Office of the U.S. Permanent Mission to the OAS, Luigi R. Einaudi Administration and People Files, 1974-1989, Lot 91D372",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-696bf3f5,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Bureau of Inter-American Affairs > Office of the U.S. Permanent Mission to the OAS, Luigi R. Einaudi Country Files, 1977-1989, Lot 91D371",frus1977-80v29
department-of-state-washington-d-c-lot-files-these-files-hav-15dc23cd,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Executive Secretariat (ES), Sensitive and Super Sensitive File, 1979-1983, Lot 96D262",frus1977-80v19
department-of-state-washington-d-c-lot-files-these-files-hav-0377abb1,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > HA Files: Lot 80D177",frus1977-80v02
department-of-state-washington-d-c-lot-files-these-files-hav-f084f757,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > HA Files: Lot 80D177 > Human Rights Subject Files and Country Files, 1976-1977",frus1977-80v02
department-of-state-washington-d-c-lot-files-these-files-hav-f46dac86,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > HA Files: Lot 82D102",frus1977-80v02
department-of-state-washington-d-c-lot-files-these-files-hav-a2afaab7,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > HA Files: Lot 82D102 > Human Rights Subject Files, 1979",frus1977-80v02
department-of-state-washington-d-c-lot-files-these-files-hav-0c96f0b7,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > HA Files: Lot 82D180",frus1977-80v02
department-of-state-washington-d-c-lot-files-these-files-hav-f94fade8,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > HA Files: Lot 82D180 > Human Rights Subject Files, 1980",frus1977-80v02
department-of-state-washington-d-c-lot-files-these-files-hav-dc1089eb,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > HA Files: Lot 85D366",frus1977-80v02
department-of-state-washington-d-c-lot-files-these-files-hav-5f3f6032,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > HA Files: Lot 85D366 > Chronological files and official records of Assistant Secretary of State for Human Rights and Humanitarian Affairs Patricia Murphy Derian",frus1977-80v02
department-of-state-washington-d-c-lot-files-these-files-hav-756d213c,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 6D379, Bureau of Intelligence and Research, Intelligence Research Reports",frus1977-80v15
department-of-state-washington-d-c-lot-files-these-files-hav-694fc1ef,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 80D135: Office of the Secretariat Staff, Personal Files of the Secretary of State, 1977-1980",frus1977-80v11p1
department-of-state-washington-d-c-lot-files-these-files-hav-80546b10,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 81D154: Records of David D. Newsom, Under Secretary of State for Political Affairs, Subject Files, 1978-1981",frus1977-80v11p1
department-of-state-washington-d-c-lot-files-these-files-hav-2e632bd3,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 81D263: Records of the Bureau of Near Eastern and South Asian Affairs, Iran Desk",frus1977-80v11p1
department-of-state-washington-d-c-lot-files-these-files-hav-fda51c2e,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 81D336: Records of the Office of the Historian; Iran Study",frus1977-80v11p1
department-of-state-washington-d-c-lot-files-these-files-hav-fea37e28,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 81D64, Bureau of Inter-American Affairs, Nicaragua/El Salvador Working Files",frus1977-80v15
department-of-state-washington-d-c-lot-files-these-files-hav-e2904b23,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 82D85: Official Files of [P] David D. Newsom, Under Secretary of State for Political Affairs",frus1977-80v11p1
department-of-state-washington-d-c-lot-files-these-files-hav-d2978587,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 84D241, Office of the Secretariat Staff, Cyrus R. Vance, Secretary of State, 1977-1980",frus1977-80v15
department-of-state-washington-d-c-lot-files-these-files-hav-0203e0b9,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Lot Files. These files have been transferred or will be transferred to the National Archives and Records Administration in College Park, Maryland. > Lot 84D241: Records of the Secretary of State, 1977-1980",frus1977-80v11p1
